election,election_date,precinct_description,precinct_code,political_party,voter_count
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 17,5317,DEMOCRATIC,46
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 17,5317,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 17,5317,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 17,5317,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 18,5318,DEMOCRATIC,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 18,5318,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 18,5318,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 19,5319,DEMOCRATIC,67
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 19,5319,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 20,5320,DEMOCRATIC,61
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 20,5320,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 20,5320,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 21,5321,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 21,5321,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 21,5321,REPUBLICAN,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 22,5322,DEMOCRATIC,56
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 22,5322,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 22,5322,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 22,5322,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 23,5323,DEMOCRATIC,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 53 DIV 23,5323,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 01,5401,DEMOCRATIC,36
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 01,5401,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 02,5402,DEMOCRATIC,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 03,5403,DEMOCRATIC,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 03,5403,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 04,5404,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 04,5404,INDEPENDENCE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 04,5404,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 04,5404,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 05,5405,DEMOCRATIC,19
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 05,5405,GREEN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 05,5405,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 05,5405,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 05,5405,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 06,5406,DEMOCRATIC,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 06,5406,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 06,5406,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 07,5407,DEMOCRATIC,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 07,5407,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 07,5407,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 07,5407,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 07,5407,SOCIALIST,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 08,5408,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 08,5408,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 09,5409,DEMOCRATIC,49
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 09,5409,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 10,5410,DEMOCRATIC,24
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 10,5410,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 10,5410,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 11,5411,DEMOCRATIC,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 11,5411,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 12,5412,DEMOCRATIC,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 12,5412,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 12,5412,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 12,5412,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 13,5413,DEMOCRATIC,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 13,5413,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 13,5413,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 14,5414,DEMOCRATIC,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 15,5415,DEMOCRATIC,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 15,5415,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 16,5416,DEMOCRATIC,19
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 16,5416,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 17,5417,DEMOCRATIC,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 17,5417,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 18,5418,DEMOCRATIC,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 18,5418,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 18,5418,REPUBLICAN,10
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 19,5419,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 19,5419,DEMOCRATIC,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 19,5419,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 20,5420,DEMOCRATIC,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 20,5420,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 20,5420,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 20,5420,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 21,5421,DEMOCRATIC,42
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 21,5421,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 22,5422,DEMOCRATIC,29
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 54 DIV 22,5422,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 01,5501,DEMOCRATIC,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 01,5501,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 01,5501,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 01,5501,REPUBLICAN,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 02,5502,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 02,5502,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 02,5502,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 02,5502,PROGRESSIVE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 02,5502,REPUBLICAN,19
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 03,5503,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 03,5503,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 03,5503,REPUBLICAN,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 04,5504,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 04,5504,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 04,5504,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 05,5505,DEMOCRATIC,49
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 05,5505,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 06,5506,DEMOCRATIC,42
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 06,5506,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 06,5506,REPUBLICAN,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 07,5507,DEMOCRATIC,77
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 07,5507,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 07,5507,REPUBLICAN,18
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 08,5508,DEMOCRATIC,73
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 08,5508,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 08,5508,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 08,5508,REPUBLICAN,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 09,5509,DEMOCRATIC,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 09,5509,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 10,5510,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 10,5510,DEMOCRATIC,50
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 10,5510,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 10,5510,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 11,5511,DEMOCRATIC,64
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 11,5511,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 11,5511,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 11,5511,REPUBLICAN,24
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 12,5512,DEMOCRATIC,56
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 12,5512,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 13,5513,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 13,5513,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 14,5514,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 14,5514,REPUBLICAN,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 15,5515,DEMOCRATIC,29
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 15,5515,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 16,5516,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 16,5516,REPUBLICAN,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 17,5517,DEMOCRATIC,53
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 17,5517,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 18,5518,DEMOCRATIC,46
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 18,5518,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 18,5518,REPUBLICAN,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 19,5519,DEMOCRATIC,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 19,5519,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 19,5519,REPUBLICAN,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 20,5520,DEMOCRATIC,75
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 20,5520,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 20,5520,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 21,5521,DEMOCRATIC,70
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 21,5521,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 21,5521,REPUBLICAN,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 22,5522,DEMOCRATIC,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 22,5522,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 22,5522,REPUBLICAN,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 23,5523,DEMOCRATIC,40
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 23,5523,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 23,5523,REPUBLICAN,10
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 24,5524,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 24,5524,DEMOCRATIC,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 24,5524,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 24,5524,REPUBLICAN,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 25,5525,DEMOCRATIC,69
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 25,5525,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 25,5525,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 26,5526,DEMOCRATIC,69
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 26,5526,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 26,5526,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 26,5526,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 27,5527,DEMOCRATIC,67
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 27,5527,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 27,5527,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 28,5528,DEMOCRATIC,56
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 28,5528,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 28,5528,REPUBLICAN,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 29,5529,DEMOCRATIC,57
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 55 DIV 29,5529,REPUBLICAN,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 01,5601,DEMOCRATIC,67
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 01,5601,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 01,5601,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 01,5601,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 01,5601,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 02,5602,DEMOCRATIC,49
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 02,5602,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 03,5603,DEMOCRATIC,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 03,5603,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 03,5603,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 04,5604,DEMOCRATIC,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 04,5604,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 04,5604,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 05,5605,DEMOCRATIC,40
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 05,5605,MODERN WHIG,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 05,5605,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 05,5605,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 06,5606,DEMOCRATIC,119
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 06,5606,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 06,5606,REPUBLICAN,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 06,5606,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 07,5607,DEMOCRATIC,74
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 07,5607,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 08,5608,DEMOCRATIC,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 08,5608,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 08,5608,REPUBLICAN,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 09,5609,DEMOCRATIC,64
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 09,5609,REPUBLICAN,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 10,5610,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 10,5610,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 10,5610,REPUBLICAN,31
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 11,5611,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 11,5611,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 11,5611,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 12,5612,DEMOCRATIC,53
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 12,5612,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 12,5612,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 13,5613,DEMOCRATIC,42
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 13,5613,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 14,5614,DEMOCRATIC,36
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 14,5614,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 14,5614,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 14,5614,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 15,5615,DEMOCRATIC,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 15,5615,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 15,5615,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 15,5615,REPUBLICAN,19
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 16,5616,DEMOCRATIC,32
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 16,5616,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 16,5616,REPUBLICAN,10
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 17,5617,DEMOCRATIC,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 17,5617,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 17,5617,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 18,5618,DEMOCRATIC,51
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 18,5618,REPUBLICAN,10
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 19,5619,DEMOCRATIC,67
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 19,5619,INDEPENDENCE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 19,5619,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 19,5619,REPUBLICAN,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 20,5620,DEMOCRATIC,41
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 20,5620,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 20,5620,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 21,5621,DEMOCRATIC,42
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 21,5621,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 22,5622,DEMOCRATIC,84
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 22,5622,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 22,5622,REPUBLICAN,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 23,5623,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 23,5623,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 23,5623,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 24,5624,DEMOCRATIC,40
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 24,5624,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 24,5624,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 25,5625,DEMOCRATIC,69
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 25,5625,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 25,5625,NON-PARTISAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 25,5625,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 26,5626,DEMOCRATIC,38
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 26,5626,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 26,5626,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 27,5627,DEMOCRATIC,42
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 27,5627,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 27,5627,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 28,5628,DEMOCRATIC,40
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 28,5628,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 28,5628,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 29,5629,DEMOCRATIC,74
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 29,5629,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 29,5629,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 29,5629,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 30,5630,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 30,5630,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 30,5630,REPUBLICAN,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 31,5631,DEMOCRATIC,56
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 31,5631,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 31,5631,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 32,5632,DEMOCRATIC,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 32,5632,REPUBLICAN,24
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 33,5633,DEMOCRATIC,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 33,5633,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 34,5634,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 34,5634,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 34,5634,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 35,5635,DEMOCRATIC,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 35,5635,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 35,5635,INDEPENDENT REPUBLICAN,1
