election,election_date,precinct_description,precinct_code,political_party,voter_count
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 03 DIV 22,322,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 03 DIV 22,322,NON-PARTISAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 03 DIV 22,322,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 01,401,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 01,401,DEMOCRATIC,84
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 01,401,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 01,401,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 01,401,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 02,402,DEMOCRATIC,115
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 02,402,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 02,402,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 03,403,DEMOCRATIC,116
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 03,403,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 03,403,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 03,403,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 04,404,DEMOCRATIC,41
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 04,404,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 04,404,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 05,405,DEMOCRATIC,94
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 05,405,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 05,405,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 06,406,DEMOCRATIC,81
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 06,406,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 07,407,DEMOCRATIC,109
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 07,407,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 07,407,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 07,407,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 08,408,DEMOCRATIC,116
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 08,408,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 08,408,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 08,408,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 09,409,DEMOCRATIC,107
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 09,409,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 10,410,DEMOCRATIC,100
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 10,410,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 10,410,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 11,411,DEMOCRATIC,81
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 11,411,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 12,412,DEMOCRATIC,80
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 12,412,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 13,413,DEMOCRATIC,111
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 13,413,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 13,413,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 13,413,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 14,414,DEMOCRATIC,81
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 14,414,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 14,414,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 15,415,DEMOCRATIC,69
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 15,415,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 15,415,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 16,416,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 16,416,DEMOCRATIC,75
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 16,416,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 16,416,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 16,416,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 17,417,DEMOCRATIC,104
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 17,417,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 17,417,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 18,418,DEMOCRATIC,92
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 18,418,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 18,418,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 19,419,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 19,419,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 19,419,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 19,419,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 20,420,DEMOCRATIC,88
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 20,420,IND.,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 20,420,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 20,420,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 21,421,DEMOCRATIC,141
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 04 DIV 21,421,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 01,501,DEMOCRATIC,304
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 01,501,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 01,501,NON-PARTISAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 01,501,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 01,501,REPUBLICAN,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 02,502,DEMOCRATIC,168
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 02,502,NO AFFILIATION,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 02,502,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 03,503,DEMOCRATIC,239
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 03,503,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 03,503,REPUBLICAN,29
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 04,504,DEMOCRATIC,237
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 04,504,LIBERTARIAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 04,504,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 04,504,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 04,504,REPUBLICAN,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 05,505,DEMOCRATIC,195
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 05,505,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 05,505,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 05,505,REPUBLICAN,18
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 06,506,DEMOCRATIC,221
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 06,506,INDEPENDENT,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 06,506,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 06,506,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 07,507,DEMOCRATIC,145
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 07,507,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 07,507,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 08,508,DEMOCRATIC,233
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 08,508,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 08,508,NO AFFILIATION,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 08,508,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 08,508,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 09,509,DEMOCRATIC,181
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 09,509,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 09,509,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 09,509,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 09,509,REPUBLICAN,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 10,510,DEMOCRATIC,159
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 10,510,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 10,510,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 10,510,REPUBLICAN,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 11,511,DEMOCRATIC,181
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 11,511,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 11,511,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 12,512,DEMOCRATIC,242
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 12,512,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 12,512,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 12,512,NONE,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 12,512,NON-PARTISAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 12,512,REPUBLICAN,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 13,513,DEMOCRATIC,29
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 13,513,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 13,513,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 14,514,DEMOCRATIC,151
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 14,514,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 14,514,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 14,514,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 15,515,DEMOCRATIC,126
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 15,515,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 15,515,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 16,516,DEMOCRATIC,120
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 16,516,NO AFFILIATION,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 16,516,NO PARTY,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 16,516,REPUBLICAN,10
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 17,517,DEMOCRATIC,280
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 17,517,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 17,517,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 17,517,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 17,517,OTHER,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 17,517,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 18,518,DEMOCRATIC,266
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 18,518,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 18,518,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 18,518,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 18,518,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 18,518,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 18,518,REPUBLICAN,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 19,519,DEMOCRATIC,281
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 19,519,INDEPENDENT DEMOCRAT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 19,519,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 19,519,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 19,519,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 20,520,DEMOCRATIC,109
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 20,520,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 20,520,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 20,520,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 21,521,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 21,521,DEMOCRATIC,260
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 21,521,NO AFFILIATION,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 21,521,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 21,521,REPUBLICAN,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 22,522,DEMOCRATIC,151
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 22,522,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 22,522,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 22,522,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 23,523,DEMOCRATIC,215
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 23,523,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 23,523,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 23,523,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 23,523,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 24,524,DEMOCRATIC,155
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 24,524,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 24,524,NO AFFILIATION,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 24,524,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 25,525,COMMUNIST,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 25,525,DEMOCRATIC,102
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 25,525,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 25,525,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 26,526,DEMOCRATIC,127
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 26,526,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 26,526,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 27,527,DEMOCRATIC,170
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 27,527,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 27,527,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 27,527,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 27,527,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 28,528,DEMOCRATIC,77
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 28,528,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 28,528,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 28,528,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 29,529,DEMOCRATIC,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 29,529,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 29,529,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 30,530,DEMOCRATIC,106
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 30,530,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 30,530,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 31,531,DEMOCRATIC,46
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 31,531,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 31,531,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 31,531,NONE,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 05 DIV 31,531,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 01,601,DEMOCRATIC,127
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 01,601,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 01,601,NO AFFILIATION,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 01,601,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 01,601,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 01,601,SOCIALIST,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 02,602,DEMOCRATIC,125
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 02,602,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 03,603,CONSERVATIVE DEMOCRAT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 03,603,DEMOCRATIC,107
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 03,603,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 03,603,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 03,603,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 03,603,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 03,603,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 04,604,DEMOCRATIC,116
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 04,604,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 04,604,NONE,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 04,604,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 04,604,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 05,605,DEMOCRATIC,56
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 05,605,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 05,605,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 06,606,DEMOCRATIC,85
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 06,606,INDEPENDENT DEMOCRAT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 06,606,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 06,606,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 07,607,DEMOCRATIC,105
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 07,607,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 07,607,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 08,608,DEMOCRATIC,41
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 08,608,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 09,609,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 09,609,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 09,609,NON-PARTISAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 10,610,DEMOCRATIC,46
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 10,610,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 10,610,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 11,611,DEMOCRATIC,115
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 11,611,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 11,611,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 12,612,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 13,613,DEMOCRATIC,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 14,614,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 15,615,DEMOCRATIC,60
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 16,616,DEMOCRATIC,83
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 16,616,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 16,616,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 17,617,DEMOCRATIC,94
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 17,617,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 17,617,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 18,618,DEMOCRATIC,106
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 18,618,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 06 DIV 18,618,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 01,701,DEMOCRATIC,36
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 01,701,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 02,702,DEMOCRATIC,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 03,703,DEMOCRATIC,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 03,703,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 04,704,DEMOCRATIC,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 04,704,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 04,704,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 04,704,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 05,705,DEMOCRATIC,32
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 05,705,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 05,705,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 05,705,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 06,706,DEMOCRATIC,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 07,707,DEMOCRATIC,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 08,708,DEMOCRATIC,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 08,708,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 08,708,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 09,709,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 09,709,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 09,709,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 07 DIV 10,710,DEMOCRATIC,17
